"","cnames","y","aid"
"2392","Paraguay","1991","0.2"
"2393","Peru","1991","9.1"
"2394","St. Kitts and Nevis","1991","0.9"
"2395","St. Lucia","1991","0.8"
"2396","St. Vincent and Grenadines","1991","0.9"
"2397","Suriname","1991",
"2398","Trinidad & Tobago","1991","0.8"
"2399","Uruguay","1991","0.7"
"2400","Venezuela","1991","0.6"
"2401","Antigua and Barbuda","1992","1.2"
"2402","Argentina","1992","9.5"
"2403","Bahamas, The","1992","0.1"
"2404","Barbados","1992","1.2"
"2405","Belize","1992","0.9"
"2406","Bolivia","1992","39.5"
"2407","Brazil","1992","0.2"
"2408","Chile","1992","5.3"
"2409","Colombia","1992","79.9"
"2410","Costa Rica","1992","0.3"
"2411","Dominica","1992","0.7"
"2412","Dominican Republic","1992","2.8"
"2413","Ecuador","1992","9.5"
"2414","El Salvador","1992","32.1"
"2415","Grenada","1992","0.8"
"2416","Guatemala","1992","0.3"
"2417","Guyana","1992","0.1"
"2418","Haiti","1992",
"2419","Honduras","1992","8.8"
"2420","Jamaica","1992","4.5"
"2421","Mexico","1992","37.7"
"2422","Nicaragua","1992",
"2423","Panama","1992",
"2424","Paraguay","1992","0.7"
"2425","Peru","1992","0.2"
"2426","St. Kitts and Nevis","1992","0.8"
"2427","St. Lucia","1992","0.8"
"2428","St. Vincent and Grenadines","1992","0.8"
"2429","Suriname","1992",
"2430","Trinidad & Tobago","1992","0.8"
"2431","Uruguay","1992","4.7"
"2432","Venezuela","1992","0.9"
"2433","Antigua and Barbuda","1993","0.1"
"2434","Argentina","1993","22.3"
"2435","Bahamas, The","1993","0.1"
"2436","Barbados","1993","0.2"
"2437","Belize","1993","0.9"
"2438","Bolivia","1993","31.8"
"2439","Brazil","1993","0.3"
"2440","Chile","1993","0.4"
"2441","Colombia","1993","41.2"
"2442","Costa Rica","1993","0.3"
"2443","Dominica","1993","0.2"
"2444","Dominican Republic","1993","2"
"2445","Ecuador","1993","9.3"
"2446","El Salvador","1993","15.7"
"2447","Grenada","1993","0.3"
"2448","Guatemala","1993","0.2"
"2449","Guyana","1993","0.1"
"2450","Haiti","1993",
"2451","Honduras","1993","2.3"
"2452","Jamaica","1993","1.2"
"2453","Mexico","1993","1"
"2454","Nicaragua","1993",
"2455","Panama","1993",
"2456","Paraguay","1993","0.6"
"2457","Peru","1993",
"2458","St. Kitts and Nevis","1993","0.3"
"2459","St. Lucia","1993","0.9"
"2460","St. Vincent and Grenadines","1993","0.2"
"2461","Suriname","1993",
"2462","Trinidad & Tobago","1993","0.8"
"2463","Uruguay","1993","5.4"
"2464","Venezuela","1993","0.3"
"2465","Antigua and Barbuda","1994","0.1"
"2466","Argentina","1994","1.7"
"2467","Bahamas, The","1994","0"
"2468","Barbados","1994","0.1"
"2469","Belize","1994","0.3"
"2470","Bolivia","1994","5.9"
"2471","Brazil","1994","0.1"
"2472","Chile","1994","0.1"
"2473","Colombia","1994","11.7"
"2474","Costa Rica","1994","0.1"
"2475","Dominica","1994","0.1"
"2476","Dominican Republic","1994","21.2"
"2477","Ecuador","1994","0.7"
"2478","El Salvador","1994","0.6"
"2479","Grenada","1994","0.1"
"2480","Guatemala","1994","0"
"2481","Guyana","1994","68.1"
"2482","Haiti","1994",
"2483","Honduras","1994","0.7"
"2484","Jamaica","1994","2.7"
"2485","Mexico","1994","0.3"
"2486","Nicaragua","1994",
"2487","Panama","1994",
"2488","Paraguay","1994","0.1"
"2489","Peru","1994",
"2490","St. Kitts and Nevis","1994","0.1"
"2491","St. Lucia","1994","0.3"
"2492","St. Vincent and Grenadines","1994","0.1"
"2493","Suriname","1994",
"2494","Trinidad & Tobago","1994","0.1"
"2495","Uruguay","1994","0.2"
"2496","Venezuela","1994","0.3"
"2497","Antigua and Barbuda","1995","0.1"
"2498","Argentina","1995","7.6"
"2499","Bahamas, The","1995","0.1"
"2500","Barbados","1995","0.1"
"2501","Belize","1995","0.1"
"2502","Bolivia","1995","4.8"
"2503","Brazil","1995","0.1"
"2504","Chile","1995","0.7"
"2505","Colombia","1995","14.6"
"2506","Costa Rica","1995","0.1"
"2507","Dominica","1995","0.1"
"2508","Dominican Republic","1995","0.6"
"2509","Ecuador","1995","0.4"
"2510","El Salvador","1995","0.5"
"2511","Grenada","1995","0.1"
"2512","Guatemala","1995",
"2513","Guyana","1995","0.1"
"2514","Haiti","1995","10.7"
"2515","Honduras","1995","0.4"
"2516","Jamaica","1995","0.6"
"2517","Mexico","1995","0.5"
"2518","Nicaragua","1995",
"2519","Panama","1995","0.3"
"2520","Paraguay","1995","0.2"
"2521","Peru","1995","0.4"
"2522","St. Kitts and Nevis","1995","0.1"
"2523","St. Lucia","1995","0.1"
"2524","St. Vincent and Grenadines","1995","0.1"
"2525","Suriname","1995","0"
"2526","Trinidad & Tobago","1995","0.1"
"2527","Uruguay","1995","0.2"
"2528","Venezuela","1995","0.4"
"2529","Antigua and Barbuda","1996","0.2"
"2530","Argentina","1996","21.7"
"2531","Bahamas, The","1996","0.2"
"2532","Barbados","1996","11.5"
"2533","Belize","1996","0.4"
"2534","Bolivia","1996","0.7"
"2535","Brazil","1996","0.3"
"2536","Chile","1996","0.7"
"2537","Colombia","1996","53"
"2538","Costa Rica","1996","0.3"
"2539","Dominica","1996","0.1"
"2540","Dominican Republic","1996","0.7"
"2541","Ecuador","1996","0.7"
"2542","El Salvador","1996","0.7"
"2543","Grenada","1996","0.5"
"2544","Guatemala","1996",
"2545","Guyana","1996","0.4"
"2546","Haiti","1996","1.5"
"2547","Honduras","1996","0.7"
"2548","Jamaica","1996","2.2"
"2549","Mexico","1996","3.1"
"2550","Nicaragua","1996",
"2551","Panama","1996",
"2552","Paraguay","1996","0.2"
"2553","Peru","1996","20.1"
"2554","St. Kitts and Nevis","1996","0.2"
"2555","St. Lucia","1996","0.2"
"2556","St. Vincent and Grenadines","1996","0.2"
"2557","Suriname","1996","0.2"
"2558","Trinidad & Tobago","1996","0.5"
"2559","Uruguay","1996","1.9"
"2560","Venezuela","1996","16.8"
"2561","Antigua and Barbuda","1997","0.4"
"2562","Argentina","1997","2.5"
"2563","Bahamas, The","1997","0.2"
"2564","Barbados","1997","2.2"
"2565","Belize","1997","0.4"
"2566","Bolivia","1997","0.7"
"2567","Brazil","1997","0.3"
"2568","Chile","1997","0.5"
"2569","Colombia","1997","18.3"
"2570","Costa Rica","1997","0.3"
"2571","Dominica","1997","0.2"
"2572","Dominican Republic","1997","1.2"
"2573","Ecuador","1997","0.6"
"2574","El Salvador","1997","0.6"
"2575","Grenada","1997","0.2"
"2576","Guatemala","1997","0.3"
"2577","Guyana","1997","0.2"
"2578","Haiti","1997","0.6"
"2579","Honduras","1997","0.5"
"2580","Jamaica","1997","1.2"
"2581","Mexico","1997","48.7"
"2582","Nicaragua","1997","0.1"
"2583","Panama","1997",
"2584","Paraguay","1997","0.4"
"2585","Peru","1997","3.6"
"2586","St. Kitts and Nevis","1997","0.2"
"2587","St. Lucia","1997","0.2"
"2588","St. Vincent and Grenadines","1997","0.2"
"2589","Suriname","1997","0.2"
"2590","Trinidad & Tobago","1997","0.5"
"2591","Uruguay","1997","0.4"
"2592","Venezuela","1997","1.8"
"2593","Antigua and Barbuda","1998","5.9"
"2594","Argentina","1998","6.9"
"2595","Bahamas, The","1998","0.3"
"2596","Barbados","1998","0.4"
"2597","Belize","1998","0.5"
"2598","Bolivia","1998","8.2"
"2599","Brazil","1998","7.8"
"2600","Chile","1998","27.8"
"2601","Colombia","1998","35.7"
"2602","Costa Rica","1998","0.3"
"2603","Dominica","1998","0.2"
"2604","Dominican Republic","1998","1.8"
"2605","Ecuador","1998","2.9"
"2606","El Salvador","1998","0.6"
"2607","Grenada","1998","0.3"
"2608","Guatemala","1998","1"
"2609","Guyana","1998","0.4"
"2610","Haiti","1998","1.2"
"2611","Honduras","1998","1.6"
"2612","Jamaica","1998","1.9"
"2613","Mexico","1998","1.2"
"2614","Nicaragua","1998","0.1"
"2615","Panama","1998",
"2616","Paraguay","1998","0.3"
"2617","Peru","1998","4.5"
"2618","St. Kitts and Nevis","1998","0.3"
"2619","St. Lucia","1998","0.4"
"2620","St. Vincent and Grenadines","1998","0.3"
"2621","Suriname","1998","0.1"
"2622","Trinidad & Tobago","1998","2"
"2623","Uruguay","1998","1.4"
"2624","Venezuela","1998","0.7"
"2625","Antigua and Barbuda","1999","13.7"
"2626","Argentina","1999","10.4"
"2627","Bahamas, The","1999","0.3"
"2628","Barbados","1999","0.2"
"2629","Belize","1999","0.3"
"2630","Bolivia","1999","2.3"
"2631","Brazil","1999","0.3"
"2632","Chile","1999","1.1"
"2633","Colombia","1999","56.1"
"2634","Costa Rica","1999","0.6"
"2635","Dominica","1999","0.2"
"2636","Dominican Republic","1999","1.8"
"2637","Ecuador","1999","3.6"
"2638","El Salvador","1999","2.2"
"2639","Grenada","1999","0.3"
"2640","Guatemala","1999","1.9"
"2641","Guyana","1999","0.4"
"2642","Haiti","1999","3.1"
"2643","Honduras","1999","2.5"
"2644","Jamaica","1999","1.8"
"2645","Mexico","1999","1.1"
"2646","Nicaragua","1999","1.8"
"2647","Panama","1999","2.4"
"2648","Paraguay","1999","0.3"
"2649","Peru","1999","10.3"
"2650","St. Kitts and Nevis","1999","0.3"
"2651","St. Lucia","1999","0.3"
"2652","St. Vincent and Grenadines","1999","0.2"
"2653","Suriname","1999","0.1"
"2654","Trinidad & Tobago","1999","0.5"
"2655","Uruguay","1999","2.1"
"2656","Venezuela","1999","0.5"
"2657","Antigua and Barbuda","2000","0.8"
"2658","Argentina","2000","7.1"
"2659","Bahamas, The","2000","0.2"
"2660","Barbados","2000","0.2"
"2661","Belize","2000","0.3"
"2662","Bolivia","2000","2.1"
"2663","Brazil","2000","0.3"
"2664","Chile","2000","1"
"2665","Colombia","2000","3.7"
"2666","Costa Rica","2000","0.3"
"2667","Dominica","2000","0.3"
"2668","Dominican Republic","2000","5"
"2669","Ecuador","2000","1.1"
"2670","El Salvador","2000","0.6"
"2671","Grenada","2000","0.3"
"2672","Guatemala","2000","0.3"
"2673","Guyana","2000","0.3"
"2674","Haiti","2000","5.3"
"2675","Honduras","2000","0.8"
"2676","Jamaica","2000","1.2"
"2677","Mexico","2000","1.1"
"2678","Nicaragua","2000","0.2"
"2679","Panama","2000","0.7"
"2680","Paraguay","2000","0.3"
"2681","Peru","2000","0.6"
"2682","St. Kitts and Nevis","2000","0.2"
"2683","St. Lucia","2000","0.3"
"2684","St. Vincent and Grenadines","2000","0.2"
"2685","Suriname","2000","0.1"
"2686","Trinidad & Tobago","2000","0.8"
"2687","Uruguay","2000","0.8"
"2688","Venezuela","2000","0.5"
"2689","Antigua and Barbuda","2001","0.9"
"2690","Argentina","2001","2.2"
"2691","Bahamas, The","2001","0.3"
"2692","Barbados","2001","0.3"
"2693","Belize","2001","0.5"
"2694","Bolivia","2001","1.5"
"2695","Brazil","2001","21.7"
"2696","Chile","2001","2"
"2697","Colombia","2001","4.8"
"2698","Costa Rica","2001","0.9"
"2699","Dominica","2001","0.4"
"2700","Dominican Republic","2001","1.4"
"2701","Ecuador","2001","0.7"
"2702","El Salvador","2001","8.5"
"2703","Grenada","2001","0.3"
"2704","Guatemala","2001","0.3"
"2705","Guyana","2001","0.6"
"2706","Haiti","2001",
"2707","Honduras","2001","0.7"
"2708","Jamaica","2001","1.3"
"2709","Mexico","2001","1.4"
"2710","Nicaragua","2001","0.2"
"2711","Panama","2001","7.3"
"2712","Paraguay","2001","1"
"2713","Peru","2001","0.6"
"2714","St. Kitts and Nevis","2001","0.4"
"2715","St. Lucia","2001","0.4"
"2716","St. Vincent and Grenadines","2001","0.3"
"2717","Suriname","2001","0.1"
"2718","Trinidad & Tobago","2001","0.8"
"2719","Uruguay","2001","0.5"
"2720","Venezuela","2001","0.6"
"2721","Antigua and Barbuda","2002","4.3"
"2722","Argentina","2002","3"
"2723","Bahamas, The","2002","0.3"
"2724","Barbados","2002","0.3"
"2725","Belize","2002","0.5"
"2726","Bolivia","2002","1.4"
"2727","Brazil","2002","0.5"
"2728","Chile","2002","1.3"
"2729","Colombia","2002","1.4"
"2730","Costa Rica","2002","0.5"
"2731","Dominica","2002","0.4"
"2732","Dominican Republic","2002","6.4"
"2733","Ecuador","2002","4.3"
"2734","El Salvador","2002","2.2"
"2735","Grenada","2002","0.3"
"2736","Guatemala","2002","0.4"
"2737","Guyana","2002","0.6"
"2738","Haiti","2002","0.5"
"2739","Honduras","2002","0.8"
"2740","Jamaica","2002","1.4"
"2741","Mexico","2002","1.1"
"2742","Nicaragua","2002","1"
"2743","Panama","2002","0.2"
"2744","Paraguay","2002","0.4"
"2745","Peru","2002","0.9"
"2746","St. Kitts and Nevis","2002","0.4"
"2747","St. Lucia","2002","0.4"
"2748","St. Vincent and Grenadines","2002","0.2"
"2749","Suriname","2002","0.3"
"2750","Trinidad & Tobago","2002","0.5"
"2751","Uruguay","2002","1.7"
"2752","Venezuela","2002","0.6"
"2753","Antigua and Barbuda","2003","0.4"
"2754","Argentina","2003","5.1"
"2755","Bahamas, The","2003","0.3"
"2756","Barbados","2003","0.1"
"2757","Belize","2003","0.5"
"2758","Bolivia","2003","3.2"
"2759","Brazil","2003","0.6"
"2760","Chile","2003","2.6"
"2761","Colombia","2003","24.9"
"2762","Costa Rica","2003","0.4"
"2763","Dominica","2003","0.1"
"2764","Dominican Republic","2003","1.2"
"2765","Ecuador","2003","1.9"
"2766","El Salvador","2003","4.2"
"2767","Grenada","2003","0.3"
"2768","Guatemala","2003","0.4"
"2769","Guyana","2003","0.8"
"2770","Haiti","2003","0.5"
"2771","Honduras","2003","1"
"2772","Jamaica","2003","1.5"
"2773","Mexico","2003","1.4"
"2774","Nicaragua","2003","1.9"
"2775","Panama","2003","1.4"
"2776","Paraguay","2003","0.3"
"2777","Peru","2003","1.8"
"2778","St. Kitts and Nevis","2003","0.4"
"2779","St. Lucia","2003","0.4"
"2780","St. Vincent and Grenadines","2003","0.1"
"2781","Suriname","2003","0.6"
"2782","Trinidad & Tobago","2003","0.6"
"2783","Uruguay","2003","2.2"
"2784","Venezuela","2003","0.8"
"2785","Antigua and Barbuda","2004","1.7"
"2786","Argentina","2004","1.2"
"2787","Bahamas, The","2004","0.3"
"2788","Barbados","2004",
"2789","Belize","2004","0.5"
"2790","Bolivia","2004","5.1"
"2791","Brazil","2004",
"2792","Chile","2004","1.1"
"2793","Colombia","2004","112.7"
"2794","Costa Rica","2004",
"2795","Dominica","2004","0.5"
"2796","Dominican Republic","2004","3.9"
"2797","Ecuador","2004",
"2798","El Salvador","2004","7.8"
"2799","Grenada","2004","0.6"
"2800","Guatemala","2004","0.6"
"2801","Guyana","2004","0.5"
"2802","Haiti","2004","0.8"
"2803","Honduras","2004","4.1"
"2804","Jamaica","2004","1.5"
"2805","Mexico","2004","1.4"
"2806","Nicaragua","2004","2.5"
"2807","Panama","2004","2.9"
"2808","Paraguay","2004",
"2809","Peru","2004",
"2810","St. Kitts and Nevis","2004","0.7"
"2811","St. Lucia","2004","0.8"
"2812","St. Vincent and Grenadines","2004",
"2813","Suriname","2004","0.3"
"2814","Trinidad & Tobago","2004",
"2815","Uruguay","2004",
"2816","Venezuela","2004",
"2817","Antigua and Barbuda","2005","0.7"
"2818","Argentina","2005","1.2"
"2819","Bahamas, The","2005","0.5"
"2820","Barbados","2005",
"2821","Belize","2005","1.1"
"2822","Bolivia","2005",
"2823","Brazil","2005",
"2824","Chile","2005","1.2"
"2825","Colombia","2005","109.7"
"2826","Costa Rica","2005",
"2827","Dominica","2005","0.2"
"2828","Dominican Republic","2005","2.7"
"2829","Ecuador","2005",
"2830","El Salvador","2005","3.6"
"2831","Grenada","2005","0.3"
"2832","Guatemala","2005","0.5"
"2833","Guyana","2005","0.4"
"2834","Haiti","2005","0.5"
"2835","Honduras","2005","3.1"
"2836","Jamaica","2005","1.5"
"2837","Mexico","2005","1.4"
"2838","Nicaragua","2005","0.8"
"2839","Panama","2005","2.1"
"2840","Paraguay","2005",
"2841","Peru","2005",
"2842","St. Kitts and Nevis","2005","0.3"
"2843","St. Lucia","2005","0.3"
"2844","St. Vincent and Grenadines","2005",
"2845","Suriname","2005","0.3"
"2846","Trinidad & Tobago","2005",
"2847","Uruguay","2005",
"2848","Venezuela","2005",
"2849","Antigua and Barbuda","2006","0.5"
"2850","Argentina","2006","1.1"
"2851","Bahamas, The","2006","1.3"
"2852","Barbados","2006",
"2853","Belize","2006","0.5"
"2854","Bolivia","2006",
"2855","Brazil","2006",
"2856","Chile","2006","1.3"
"2857","Colombia","2006","95.4"
"2858","Costa Rica","2006",
"2859","Dominica","2006","0.3"
"2860","Dominican Republic","2006","4.1"
"2861","Ecuador","2006",
"2862","El Salvador","2006","12.3"
"2863","Grenada","2006","0.3"
"2864","Guatemala","2006","0.5"
"2865","Guyana","2006","0.4"
"2866","Haiti","2006","1.3"
"2867","Honduras","2006","2.2"
"2868","Jamaica","2006","2.3"
"2869","Mexico","2006","0"
"2870","Nicaragua","2006","1.4"
"2871","Panama","2006","4.4"
"2872","Paraguay","2006",
"2873","Peru","2006",
"2874","St. Kitts and Nevis","2006","0.3"
"2875","St. Lucia","2006","0.5"
"2876","St. Vincent and Grenadines","2006",
"2877","Suriname","2006","0.3"
"2878","Trinidad & Tobago","2006",
"2879","Uruguay","2006",
"2880","Venezuela","2006",
"2881","Antigua and Barbuda","2007","0.6"
"2882","Argentina","2007","1.2"
"2883","Bahamas, The","2007","0.9"
"2884","Barbados","2007","0.1"
"2885","Belize","2007","1.8"
"2886","Bolivia","2007","0"
"2887","Brazil","2007","0"
"2888","Chile","2007","1.2"
"2889","Colombia","2007","89.2"
"2890","Costa Rica","2007","0.1"
"2891","Dominica","2007","0.2"
"2892","Dominican Republic","2007","2.1"
"2893","Ecuador","2007","0"
"2894","El Salvador","2007","9.3"
"2895","Grenada","2007","0.3"
"2896","Guatemala","2007","0.5"
"2897","Guyana","2007","0.4"
"2898","Haiti","2007","1.2"
"2899","Honduras","2007","2.6"
"2900","Jamaica","2007","1.9"
"2901","Mexico","2007","0.1"
"2902","Nicaragua","2007","1.7"
"2903","Panama","2007","1.8"
"2904","Paraguay","2007","0"
"2905","Peru","2007","0"
"2906","St. Kitts and Nevis","2007","0.3"
"2907","St. Lucia","2007","0.3"
"2908","St. Vincent and Grenadines","2007","0.1"
"2909","Suriname","2007","0.2"
"2910","Trinidad & Tobago","2007","0"
"2911","Uruguay","2007","0"
"2912","Venezuela","2007",
"2913","Antigua and Barbuda","2008","0.1"
"2914","Argentina","2008","0.9"
"2915","Bahamas, The","2008","0.6"
"2916","Barbados","2008","0.1"
"2917","Belize","2008","0.9"
"2918","Bolivia","2008","0.2"
"2919","Brazil","2008","0.2"
"2920","Chile","2008","0.5"
"2921","Colombia","2008","54"
"2922","Costa Rica","2008","0.2"
"2923","Dominica","2008","0.1"
"2924","Dominican Republic","2008","1.5"
"2925","Ecuador","2008","0.2"
"2926","El Salvador","2008","7.3"
"2927","Grenada","2008","0.1"
"2928","Guatemala","2008","0.5"
"2929","Guyana","2008","0.3"
"2930","Haiti","2008","1.2"
"2931","Honduras","2008","2"
"2932","Jamaica","2008","1.3"
"2933","Mexico","2008","0.4"
"2934","Nicaragua","2008","1.6"
"2935","Panama","2008","0.7"
"2936","Paraguay","2008","0.2"
"2937","Peru","2008","0.2"
"2938","St. Kitts and Nevis","2008","0.1"
"2939","St. Lucia","2008","0.1"
"2940","St. Vincent and Grenadines","2008","0.1"
"2941","Suriname","2008","0.2"
"2942","Trinidad & Tobago","2008","0.1"
"2943","Uruguay","2008","0.2"
"2944","Venezuela","2008",
"2945","Afghanistan","1977","0.6"
"2946","Bangladesh","1977","0.1"
"2947","Burma (Myanmar)","1977",
"2948","Cambodia","1977",
"2949","China (Taiwan)","1977","102.8"
"2950","India","1977","0.5"
"2951","Indonesia","1977","118.1"
"2952","Korea, South","1977","448.8"
"2953","Laos","1977",
"2954","Malaysia","1977","105.1"
"2955","Maldives","1977",
"2956","Mongolia","1977",
"2957","Nepal","1977","0.1"
"2958","Pakistan","1977","0.9"
"2959","Philippines","1977","110.4"
"2960","Singapore","1977",
"2961","Sri Lanka","1977","0"
"2962","Thailand","1977","136.8"
"2963","Timor-Leste","1977",
"2964","Vietnam","1977",
"2965","Afghanistan","1978","0.7"
"2966","Bangladesh","1978","0.6"
"2967","Burma (Myanmar)","1978",
"2968","Cambodia","1978",
"2969","China (Taiwan)","1978","65.3"
"2970","India","1978","0.9"
"2971","Indonesia","1978","157.5"
"2972","Korea, South","1978","751.2"
"2973","Laos","1978",
"2974","Malaysia","1978","46.4"
"2975","Maldives","1978",
"2976","Mongolia","1978",
"2977","Nepal","1978","0.2"
"2978","Pakistan","1978","1.5"
"2979","Philippines","1978","101.2"
"2980","Singapore","1978",
"2981","Sri Lanka","1978",
"2982","Thailand","1978","104.6"
"2983","Timor-Leste","1978",
"2984","Vietnam","1978",
"2985","Afghanistan","1979",
"2986","Bangladesh","1979","0.6"
"2987","Burma (Myanmar)","1979",
"2988","Cambodia","1979",
"2989","China (Taiwan)","1979","0"
"2990","India","1979","1.2"
"2991","Indonesia","1979","87.4"
"2992","Korea, South","1979","598.6"
"2993","Laos","1979",
"2994","Malaysia","1979","20.1"
"2995","Maldives","1979",
"2996","Mongolia","1979",
"2997","Nepal","1979","0.1"
"2998","Pakistan","1979","1.2"
"2999","Philippines","1979","79.6"
"3000","Singapore","1979",
"3001","Sri Lanka","1979","0.1"
"3002","Thailand","1979","80.5"
"3003","Timor-Leste","1979",
"3004","Vietnam","1979",
"3005","Afghanistan","1980",
"3006","Bangladesh","1980","0.3"
"3007","Burma (Myanmar)","1980","0.1"
"3008","Cambodia","1980",
"3009","China (Taiwan)","1980","0.1"
"3010","India","1980","0.6"
"3011","Indonesia","1980","76.4"
"3012","Korea, South","1980","301.3"
"3013","Laos","1980",
"3014","Malaysia","1980","16.8"
"3015","Maldives","1980",
"3016","Mongolia","1980",
"3017","Nepal","1980","0.1"
"3018","Pakistan","1980",
"3019","Philippines","1980","174.4"
"3020","Singapore","1980",
"3021","Sri Lanka","1980","0.1"
"3022","Thailand","1980","86.2"
"3023","Timor-Leste","1980",
"3024","Vietnam","1980",
"3025","Afghanistan","1981",
"3026","Bangladesh","1981","0.3"
"3027","Burma (Myanmar)","1981","0.1"
"3028","Cambodia","1981",
"3029","China (Taiwan)","1981","0"
"3030","India","1981","0"
"3031","Indonesia","1981","67.8"
"3032","Korea, South","1981","342.1"
"3033","Laos","1981",
"3034","Malaysia","1981","21.7"
"3035","Maldives","1981",
"3036","Mongolia","1981",
"3037","Nepal","1981","0.1"
"3038","Pakistan","1981",
"3039","Philippines","1981","158.9"
"3040","Singapore","1981","0"
"3041","Sri Lanka","1981","0.2"
"3042","Thailand","1981","114.7"
"3043","Timor-Leste","1981",
"3044","Vietnam","1981",
"3045","Afghanistan","1982",
"3046","Bangladesh","1982","0.3"
"3047","Burma (Myanmar)","1982","0.3"
"3048","Cambodia","1982",
"3049","China (Taiwan)","1982",
"3050","India","1982","0.2"
"3051","Indonesia","1982","83"
"3052","Korea, South","1982","329.4"
"3053","Laos","1982",
"3054","Malaysia","1982","20.7"
"3055","Maldives","1982",
"3056","Mongolia","1982",
"3057","Nepal","1982","0.2"
"3058","Pakistan","1982","1.2"
"3059","Philippines","1982","100.7"
"3060","Singapore","1982","0.1"
"3061","Sri Lanka","1982","4.1"
"3062","Thailand","1982","158.8"
"3063","Timor-Leste","1982",
"3064","Vietnam","1982",
"3065","Afghanistan","1983",
"3066","Bangladesh","1983","0.4"
"3067","Burma (Myanmar)","1983","0.4"
"3068","Cambodia","1983",
"3069","China (Taiwan)","1983",
"3070","India","1983","0.3"
"3071","Indonesia","1983","51.6"
"3072","Korea, South","1983","351.8"
"3073","Laos","1983",
"3074","Malaysia","1983","8.8"
"3075","Maldives","1983",
"3076","Mongolia","1983",
"3077","Nepal","1983","0.1"
"3078","Pakistan","1983","491.4"
"3079","Philippines","1983","96.8"
"3080","Singapore","1983","0.1"
"3081","Sri Lanka","1983","0.2"
"3082","Thailand","1983","181.4"
"3083","Timor-Leste","1983",
"3084","Vietnam","1983",
"3085","Afghanistan","1984",
"3086","Bangladesh","1984","0.5"
"3087","Burma (Myanmar)","1984","0.2"
"3088","Cambodia","1984",
"3089","China (Taiwan)","1984",
"3090","India","1984","0.2"
"3091","Indonesia","1984","86.1"
"3092","Korea, South","1984","421.2"
"3093","Laos","1984",
"3094","Malaysia","1984","19.8"
"3095","Maldives","1984",
"3096","Mongolia","1984",
"3097","Nepal","1984","0.2"
"3098","Pakistan","1984","546.6"
"3099","Philippines","1984","93.6"
"3100","Singapore","1984","0.1"
"3101","Sri Lanka","1984","0.3"
"3102","Thailand","1984","184"
"3103","Timor-Leste","1984",
"3104","Vietnam","1984",
"3105","Afghanistan","1985",
"3106","Bangladesh","1985","0.6"
"3107","Burma (Myanmar)","1985","0.4"
"3108","Cambodia","1985",
"3109","China (Taiwan)","1985",
"3110","India","1985","0.5"
"3111","Indonesia","1985","60.4"
"3112","Korea, South","1985","408.3"
"3113","Laos","1985",
"3114","Malaysia","1985","8.8"
"3115","Maldives","1985",
"3116","Mongolia","1985",
"3117","Nepal","1985","0.2"
"3118","Pakistan","1985","573.8"
"3119","Philippines","1985","74.2"
"3120","Singapore","1985","0.1"
"3121","Sri Lanka","1985","0.3"
"3122","Thailand","1985","180.1"
"3123","Timor-Leste","1985",
"3124","Vietnam","1985",
"3125","Afghanistan","1986",
"3126","Bangladesh","1986","0.5"
"3127","Burma (Myanmar)","1986","0.5"
"3128","Cambodia","1986",
"3129","China (Taiwan)","1986",
"3130","India","1986","0.5"
"3131","Indonesia","1986","36.2"
"3132","Korea, South","1986","283"
"3133","Laos","1986",
"3134","Malaysia","1986","4.1"
"3135","Maldives","1986","0.1"
"3136","Mongolia","1986",
"3137","Nepal","1986","0.1"
"3138","Pakistan","1986","536.6"
"3139","Philippines","1986","180.7"
"3140","Singapore","1986","0.1"
"3141","Sri Lanka","1986","0.3"
"3142","Thailand","1986","150.6"
"3143","Timor-Leste","1986",
"3144","Vietnam","1986",
"3145","Afghanistan","1987",
"3146","Bangladesh","1987","0.5"
"3147","Burma (Myanmar)","1987","0.6"
"3148","Cambodia","1987",
"3149","China (Taiwan)","1987",
"3150","India","1987","0.5"
"3151","Indonesia","1987","20.1"
"3152","Korea, South","1987","3.4"
"3153","Laos","1987",
"3154","Malaysia","1987","1.7"
"3155","Maldives","1987","0.1"
"3156","Mongolia","1987",
"3157","Nepal","1987","0.2"
"3158","Pakistan","1987","525.8"
"3159","Philippines","1987","172.3"
"3160","Singapore","1987","0.1"
"3161","Sri Lanka","1987","0.3"
"3162","Thailand","1987","87.7"
"3163","Timor-Leste","1987",
"3164","Vietnam","1987",
"3165","Afghanistan","1988",
"3166","Bangladesh","1988","0.5"
"3167","Burma (Myanmar)","1988","0.4"
"3168","Cambodia","1988",
"3169","China (Taiwan)","1988",
"3170","India","1988","0.5"
"3171","Indonesia","1988","9.4"
"3172","Korea, South","1988","2.7"
"3173","Laos","1988",
"3174","Malaysia","1988","1.5"
"3175","Maldives","1988","0"
"3176","Mongolia","1988",
"3177","Nepal","1988","0.2"
"3178","Pakistan","1988","423.9"
"3179","Philippines","1988","207.4"
"3180","Singapore","1988","0.1"
"3181","Sri Lanka","1988","0.3"
"3182","Thailand","1988","74.2"
"3183","Timor-Leste","1988",
"3184","Vietnam","1988",
"3185","Afghanistan","1989",
"3186","Bangladesh","1989","0.5"
"3187","Burma (Myanmar)","1989","0.4"
"3188","Cambodia","1989",
"3189","China (Taiwan)","1989",
"3190","India","1989","0.5"
"3191","Indonesia","1989","4.4"
"3192","Korea, South","1989","2.3"
"3193","Laos","1989",
